,treat,age,education*,black,hispanic,married,nodegree,re74,re75,re78,propensity_score,propensity_logit
0,1.0,37,11,1.0,0.0,1.0,1.0,0,0,9930,0.8684953193244913,1.887719750812902
1,1.0,22,9,0.0,1.0,0.0,1.0,0,0,3595,0.9329836740382396,2.633451441563905
2,1.0,30,12,1.0,0.0,0.0,0.0,0,0,24909,0.9465761554815916,2.8745942546446197
3,1.0,27,11,1.0,0.0,0.0,1.0,0,0,7506,0.989794012858461,4.5745223309111225
4,1.0,33,8,1.0,0.0,0.0,1.0,0,0,289,0.9731745861005545,3.5912137788069205
5,1.0,22,9,1.0,0.0,0.0,1.0,0,0,4056,0.9895056406784243,4.546367560213537
6,1.0,23,12,1.0,0.0,0.0,0.0,0,0,0,0.9665137232994601,3.362559793341274
7,1.0,32,11,1.0,0.0,0.0,1.0,0,0,8472,0.9855993347951122,4.2259755175563525
8,1.0,22,16,1.0,0.0,0.0,0.0,0,0,2164,0.9850159616926621,4.185672324116888
9,1.0,33,12,0.0,0.0,1.0,0.0,0,0,12418,0.19985295522874813,-1.3872136444595768
10,1.0,19,9,1.0,0.0,0.0,1.0,0,0,8173,0.9914691231038117,4.755495648226402
11,1.0,21,13,1.0,0.0,0.0,0.0,0,0,17094,0.9756442321774893,3.690329310709346
12,1.0,18,8,1.0,0.0,0.0,1.0,0,0,0,0.9904048327273829,4.63685421887119
13,1.0,27,10,1.0,0.0,1.0,1.0,0,0,18739,0.9165571599238802,2.39646258549625
14,1.0,17,7,1.0,0.0,0.0,1.0,0,0,3023,0.989209209315653,4.518212789515976
15,1.0,19,10,1.0,0.0,0.0,1.0,0,0,3228,0.9929233050396797,4.94384644025257
16,1.0,27,13,1.0,0.0,0.0,0.0,0,0,14581,0.963458229646967,3.2720731346836343
17,1.0,23,10,1.0,0.0,0.0,1.0,0,0,7693,0.9906687292167158,4.665008989568758
18,1.0,40,12,1.0,0.0,0.0,0.0,0,0,10804,0.8982107864156783,2.1775006279351055
19,1.0,26,12,1.0,0.0,0.0,0.0,0,0,10747,0.9590437278016892,3.153431705328426
20,1.0,23,11,1.0,0.0,0.0,1.0,0,0,0,0.9922582817701254,4.85335978159493
21,1.0,41,14,0.0,0.0,0.0,0.0,0,0,5149,0.6038473916674043,0.42152199161384857
22,1.0,38,9,0.0,0.0,0.0,1.0,0,0,6408,0.7970644175613898,1.368046899775686
23,1.0,24,11,1.0,0.0,0.0,1.0,0,0,1991,0.991703993534995,4.783650418923981
24,1.0,18,10,1.0,0.0,0.0,1.0,0,0,11163,0.9933966688167996,5.01355580292351
25,1.0,29,11,1.0,0.0,1.0,1.0,0,0,9642,0.9202240176815014,2.445394652180514
26,1.0,25,11,1.0,0.0,0.0,1.0,0,0,9897,0.9911103751509904,4.71394105625302
27,1.0,27,10,0.0,1.0,0.0,1.0,0,0,11142,0.9222455279907502,2.473255420235313
28,1.0,17,10,1.0,0.0,0.0,1.0,0,0,16218,0.9938385655299597,5.083265165594443
29,1.0,24,11,1.0,0.0,0.0,1.0,0,0,995,0.991703993534995,4.783650418923981
30,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0,0.9938385655299597,5.083265165594443
31,1.0,48,4,1.0,0.0,0.0,1.0,0,0,6551,0.8571931397353092,1.792170170637986
32,1.0,25,11,1.0,0.0,1.0,1.0,0,0,1574,0.9384414725304387,2.724232102864317
33,1.0,20,12,1.0,0.0,0.0,0.0,0,0,0,0.972660109727679,3.5716878813541304
34,1.0,25,12,1.0,0.0,0.0,0.0,0,0,3191,0.9616958896723825,3.2231410679993733
35,1.0,42,14,1.0,0.0,0.0,0.0,0,0,20505,0.9179476938355904,2.4147834866455353
36,1.0,25,5,1.0,0.0,0.0,1.0,0,0,6181,0.9729813173471294,3.5838363040960273
37,1.0,23,12,1.0,0.0,1.0,0.0,0,0,5911,0.7978403591857085,1.3728508399525734
38,1.0,46,8,1.0,0.0,1.0,1.0,0,0,3094,0.6671411487175027,0.6952831106958464
39,1.0,24,10,1.0,0.0,0.0,1.0,0,0,0,0.990001779633182,4.595299626897803
40,1.0,21,12,1.0,0.0,0.0,0.0,0,0,1254,0.9707440116930413,3.501978518683176
41,1.0,19,9,0.0,0.0,0.0,1.0,0,0,13188,0.9365841052777889,2.692524790523759
42,1.0,17,8,1.0,0.0,0.0,1.0,0,0,8061,0.9910451391122336,4.706563581542147
43,1.0,18,8,0.0,1.0,1.0,1.0,0,0,2787,0.6757326427783686,0.7342291468328398
44,1.0,20,11,1.0,0.0,0.0,1.0,0,0,3972,0.9937100220435867,5.062487869607796
45,1.0,25,11,1.0,0.0,1.0,1.0,0,0,0,0.9384414725304387,2.724232102864317
46,1.0,17,8,1.0,0.0,0.0,1.0,0,0,0,0.9910451391122336,4.706563581542147
47,1.0,17,9,1.0,0.0,0.0,1.0,0,0,0,0.9925710522595669,4.894914373568297
48,1.0,25,5,1.0,0.0,0.0,1.0,0,0,12187,0.9729813173471294,3.5838363040960273
49,1.0,23,12,1.0,0.0,0.0,0.0,0,0,4843,0.9665137232994601,3.362559793341274
50,1.0,28,8,1.0,0.0,0.0,1.0,0,0,0,0.980918322068268,3.9397605921616687
51,1.0,31,11,1.0,0.0,1.0,1.0,0,0,8087,0.9093707548341807,2.3059759268386095
52,1.0,18,11,1.0,0.0,0.0,1.0,0,0,0,0.9945240940607963,5.201906594949669
53,1.0,25,12,1.0,0.0,0.0,0.0,0,0,2348,0.9616958896723825,3.2231410679993733
54,1.0,30,11,1.0,0.0,1.0,1.0,0,0,590,0.9149542945457249,2.3756852895095615
55,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0,0.9938385655299597,5.083265165594443
56,1.0,37,9,1.0,0.0,0.0,1.0,0,0,1067,0.9707084509364666,3.5007271201492727
