,outcome,assignment,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0,2.084901603499155,0,1.0,1.0,1.0,1.0,-0.2511473218711722,0.675321876762389,0.7093558612489498,-0.11391470756567872,0.371291291659665,0.22720662405669015
1,0.5570782984030656,1,4.0,3.0,1.0,1.0,-0.9094173923958548,0.16542744137745521,-0.3782860280743046,-0.4321732648099553,-0.21440007546030465,-0.3677149597079108
2,1.0475709491863674,1,6.0,5.0,1.0,1.0,-1.5511008198139604,1.3735695457435366,0.3562678481419063,2.2527541456495523,0.0619381425471442,-1.1801538082211442
3,0.7532358135937158,1,4.0,5.0,2.0,1.0,0.3703540650688958,0.34373098036555716,-1.0948289927656436,0.7577169254293245,1.5388757378577596,-1.0653774127771154
4,1.5722663378873065,1,4.0,4.0,1.0,0.0,0.11718637938031143,1.1278536910426844,-0.4517478117741775,1.1906785768838848,1.1564823875728014,-0.13439529412954998
5,-1.3153213575550207,1,5.0,3.0,1.0,1.0,-0.9339958554358228,1.7123571746371047,-2.086016558189107,3.532493835898367,2.4329372599908035,1.7786461349741696
6,-0.6225699336894087,0,5.0,3.0,1.0,2.0,-1.2254860255465116,2.8127166117361573,-3.5629054302529686,-1.9666471703532395,0.5882736033206545,0.4171733269730347
7,0.7097740067091125,0,5.0,4.0,1.0,1.0,-0.14464737180301826,-0.16021051165343922,2.0382941194358146,-0.6266181453420789,-0.21460293362883182,-2.4655878724091385
8,1.8541675713958323,0,6.0,6.0,1.0,1.0,2.260046635634734,-2.171113854376119,3.5747712710649306,-4.087984460704858,-3.224647139222343,-1.6188183842820512
9,3.3642580109932747,0,2.0,2.0,1.0,1.0,-0.28511168380797886,0.646840415173797,-3.3442579378865633,-0.9421102852157086,0.044271555729840574,1.3803624499917222
10,0.46938461398412107,0,7.0,6.0,0.0,1.0,-1.4868113624803097,-0.02348832050473647,2.112689166760234,-0.981520862140911,0.6226250120975367,-2.784322004615267
11,0.8873451769658312,1,3.0,7.0,0.0,1.0,0.6432099143092174,1.764501520847774,-1.0464074436473993,1.7970186876117822,4.031288742218759,-1.3741259854344354
12,4.32698956550834,1,3.0,5.0,2.0,0.0,1.0079146573155933,-1.5905350891296564,2.150252140444675,0.2021484005682943,-1.5934802485598338,-0.10691070162432914
13,-0.45624017953017704,0,4.0,3.0,2.0,2.0,0.09611205084526013,3.5640889628066343,0.5950828153490252,-0.27498329127475873,-0.17869094902315502,1.4889640368370112
14,4.351143988702214,1,2.0,4.0,0.0,1.0,1.6033987999239074,-0.4668689058354561,-0.2186065582708973,-0.699490542407079,-0.22433953631727827,0.33331577944815555
15,0.1444592456723921,1,2.0,3.0,1.0,2.0,1.2936766150175456,0.26527246971573026,0.7619845091262043,0.10601399755568136,2.0287579181541493,0.04889109778935461
16,4.565081344368353,1,5.0,4.0,1.0,0.0,-0.19185496698167798,-2.249810520304004,2.0508807066259567,-1.422872977871377,-2.260997471811103,-1.604899124483629
17,1.576976794908952,1,1.0,2.0,0.0,1.0,0.05389918508612409,-4.179997510266351,-0.8061909920795539,1.8043374091079563,-1.0865557242834953,2.054601917199063
18,4.074066383015332,1,1.0,3.0,2.0,1.0,1.192675409653104,-1.251557868741137,2.5894957462757664,1.1152749291836963,-1.962871641176737,2.470638350640016
19,1.5174241636352204,0,4.0,4.0,1.0,1.0,-1.8748152031338365,-3.042326762180743,-4.6671225905785345,-1.5218739778270702,-3.1059899139403577,2.486137653951871
