treat,age,agesq,education*,educsq,black,hispanic,married,nodegree,re75,u75,propensity_score,propensity_logit,re78
1.0,26,676,11,121,1.0,0.0,1.0,1.0,2754,0,0.815507163643532,1.4861995709894107,26372
1.0,20,400,12,144,1.0,0.0,0.0,0.0,9227,0,0.8790609584399304,1.9835676151488149,0
1.0,21,441,13,169,0.0,0.0,0.0,0.0,8616,0,0.5089129542171567,0.035655593864997844,99
1.0,18,324,8,64,1.0,0.0,0.0,1.0,1199,0,0.9925935580800979,4.897971121951388,0
1.0,31,961,9,81,1.0,0.0,0.0,1.0,5517,0,0.9552610601414647,3.061140404354915,9558
1.0,21,441,12,144,1.0,0.0,0.0,0.0,3332,0,0.9585199765826586,3.140178455867116,9371
1.0,18,324,10,100,1.0,0.0,0.0,1.0,798,0,0.9924699941559612,4.881300961603602,9737
1.0,20,400,12,144,1.0,0.0,0.0,0.0,6085,0,0.9330507186511977,2.634524222264693,9750
1.0,29,841,12,144,1.0,0.0,0.0,0.0,1817,0,0.9461275253293868,2.865757691292495,0
1.0,18,324,10,100,1.0,0.0,0.0,1.0,1371,0,0.9915288969357975,4.762587360114959,12064
1.0,38,1444,12,144,0.0,0.0,0.0,0.0,0,1,0.6742721612200568,0.7275716471199851,4941
1.0,23,529,10,100,1.0,0.0,0.0,1.0,2217,0,0.986125968931636,4.263765279696125,0
1.0,27,729,11,121,1.0,0.0,0.0,1.0,2666,0,0.975255447781748,3.674094082014754,0
1.0,26,676,11,121,1.0,0.0,1.0,1.0,1392,0,0.8542557751846612,1.7683774509677113,1460
1.0,26,676,10,100,1.0,0.0,0.0,1.0,6788,0,0.9568548161539956,3.099080875615366,672
1.0,43,1849,9,81,1.0,0.0,0.0,1.0,0,1,0.9498022703226837,2.9402840263052314,0
1.0,21,441,11,121,0.0,1.0,0.0,1.0,17983,0,0.39535219659863496,-0.42486914079390614,15191
1.0,27,729,11,121,1.0,0.0,0.0,1.0,0,1,0.9841325837953906,4.127492916365338,549
1.0,18,324,9,81,1.0,0.0,0.0,1.0,1182,0,0.9926267316329485,4.902493616743815,5100
1.0,17,289,9,81,0.0,1.0,0.0,1.0,74,0,0.978872343796172,3.8358183367420757,6210
1.0,17,289,9,81,1.0,0.0,0.0,1.0,0,1,0.9939837905889456,5.107263504208956,0
1.0,22,484,11,121,1.0,0.0,0.0,1.0,0,1,0.988906873137956,4.490274449621788,6456
1.0,19,361,10,100,1.0,0.0,0.0,1.0,3473,0,0.9861607491057124,4.26631055027245,5861
1.0,20,400,9,81,0.0,1.0,0.0,1.0,8015,0,0.8816605724774201,2.0082501438044593,5487
1.0,20,400,9,81,1.0,0.0,0.0,1.0,0,1,0.9927889549848989,4.924904228237315,8881
