treat,age,agesq,education*,educsq,black,hispanic,married,nodegree,re74,re75,u75,u74,educ_re74,propensity_score,propensity_logit,re78
1.0,18,324,11,121,1.0,0.0,0.0,1.0,858,214,0,0,9438,0.9533339916051731,3.0169492776239175,929
1.0,29,841,14,196,1.0,0.0,0.0,0.0,0,679,0,1,0,0.8432686206446327,1.682752175230316,17814
1.0,25,625,8,64,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9920490058104985,4.82647553095264,0
1.0,35,1225,10,100,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9673718234727509,3.38940670820558,4666
1.0,20,400,9,81,1.0,0.0,0.0,1.0,6083,0,1,0,54747,0.9617538785038137,3.224716418042207,8881
1.0,25,625,11,121,1.0,0.0,1.0,1.0,0,0,1,1,0,0.9750536499253027,3.66576497314354,1574
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0,377,0,1,0,0.9421571627056097,2.7904424692123677,1652
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9524706218225987,2.9977112554932828,9983
1.0,27,729,12,144,1.0,0.0,0.0,0.0,2143,357,0,0,25716,0.9368075376905771,2.696292831678317,22163
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0,798,0,1,0,0.9682119401623592,3.416360267286703,9737
1.0,41,1681,14,196,0.0,0.0,0.0,0.0,0,0,1,1,0,0.5000449148130556,0.00017965925270564215,5149
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9859444499382815,4.250582674245152,0
1.0,23,529,10,100,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9833442456661502,4.078203495536585,7693
1.0,40,1600,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.8787120733536824,1.9802900044354357,23005
1.0,25,625,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9756455279160272,3.6903838406886877,9897
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9591551203019172,3.156271344480997,3191
1.0,19,361,11,121,1.0,0.0,0.0,1.0,2305,2615,0,0,25355,0.8955648705602526,2.148888551745051,4146
1.0,37,1369,9,81,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9685340728251522,3.4268783798478646,1067
1.0,28,784,11,121,1.0,0.0,0.0,1.0,1929,6871,0,0,21219,0.7560532769663637,1.1311619926452594,0
1.0,40,1600,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.8094094515823392,1.4461775082277477,10804
1.0,26,676,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9756266731057757,3.689590631883739,17230
1.0,23,529,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9745050766659251,3.6434503810363315,0
1.0,27,729,10,100,1.0,0.0,1.0,1.0,0,0,1,1,0,0.9834186830659944,4.082758377613139,18739
1.0,19,361,9,81,1.0,0.0,0.0,1.0,0,0,1,1,0,0.984767200403349,4.168954297270834,8173
1.0,19,361,8,64,1.0,0.0,0.0,1.0,0,2657,0,1,0,0.9743487068695837,3.637175270049682,9970
1.0,20,400,10,100,1.0,0.0,0.0,1.0,5005,2777,0,0,50050,0.8984936400285536,2.1805981714302303,5615
1.0,29,841,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9247838364651229,2.509193871411881,7479
1.0,22,484,9,81,1.0,0.0,0.0,1.0,2192,3836,0,0,19728,0.9420588515012139,2.788639933325557,3462
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.948711490731855,2.9176380021944692,0
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,0,3058,0,1,0,0.7831027819460467,1.283840362417112,1294
